trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'a': 0.18069521694690702, 'e': 0.20328211906527016}",25,11,-8.019919729361149,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
173,False,"{'a': 0.1775960745700929, 'e': 0.1997955838913543}",35,18,-9.270333982014005,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.17453263211221998, 'e': 0.19634921112624726}",20,16,6.531847647737279,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.17150488114158272, 'e': 0.19294299128428033}",20,0,32.2458461286837,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.16851280275838096, 'e': 0.18957690310317837}",30,16,14.92387641616428,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.16555636778380567, 'e': 0.18625091375678118}",20,0,-35.21653638318995,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
178,False,"{'a': 0.1626355369509294, 'e': 0.18296497906979536}",20,11,10.14686619615148,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.15975026109725643, 'e': 0.17971904373441328}",25,11,15.62134059550803,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.15690048135878948, 'e': 0.17651304152863795}",20,3,-20.191705825355193,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
181,False,"{'a': 0.15408612936547011, 'e': 0.17334689553615365}",20,7,25.75254260990226,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.15130712743785293, 'e': 0.1702205183675843}",20,2,30.723534926800696,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.14856338878487407, 'e': 0.16713381238298308}",20,1,-9.029353628776995,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
184,False,"{'a': 0.14585481770257713, 'e': 0.16408666991539902}",35,0,-2.2012455144417027,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 1}",0
185,False,"{'a': 0.14318130977366103, 'e': 0.16107897349536843}",20,14,11.544149919913286,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.14054275206771627, 'e': 0.15811059607618058}",20,9,14.576715717961912,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.13793902334201788, 'e': 0.15518140125976992}",20,6,11.399379626924118,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.1353699942427458, 'e': 0.15229124352308882}",20,8,-9.46103677462489,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
189,False,"{'a': 0.1328355275065048, 'e': 0.1494399684448177}",25,8,26.987879921982675,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.1303354781620191, 'e': 0.14662741293227127}",20,16,7.074233899939331,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.1278696937318781, 'e': 0.14385340544836264}",25,11,10.303568505293713,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.12543801443421268, 'e': 0.14111776623848907}",30,8,38.22041052936138,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.12304027338418341, 'e': 0.13842030755720613}",20,16,4.20288903334302,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.12067629679516442, 'e': 0.13576083389455978}",20,15,-4.970492835199512,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.11834590417950938, 'e': 0.13313914220194786}",20,8,22.743834498852863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.11604890854878805, 'e': 0.13055502211738637}",20,8,24.65351905665483,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.11378511661338478, 'e': 0.1280082561900577}",25,17,16.810241740676837,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.11155432898135262, 'e': 0.12549862010402152}",20,14,-36.46967305351575,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.10935634035641932, 'e': 0.12302588290097156}",35,27,16.183202378640058,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.10719093973504419, 'e': 0.12058980720192455}",20,11,14.509600321173066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.10505791060242738, 'e': 0.11819014942773064}",25,20,10.513944355601245,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.10295703112737563, 'e': 0.11582666001829743}",25,14,8.395341526139447,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.10088807435593175, 'e': 0.11349908365042306}",20,12,15.877442658791413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.09885080840367694, 'e': 0.1112071594541364}",25,6,32.453322313248634,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.09684499664661865, 'e': 0.10895062122744582}",25,4,-21.519575506084873,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
206,False,"{'a': 0.09487039791057894, 'e': 0.10672919764940116}",30,11,37.490681724479636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.09292676665900108, 'e': 0.10454261249137606}",20,4,27.594754732991355,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.09101385317909493, 'e': 0.10239058482648163}",30,13,33.3238394100844,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.08913140376624461, 'e': 0.10027282923702503}",35,27,17.90869922435241,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.08727916090660447, 'e': 0.09818905601992989}",25,18,10.686059589770299,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.08545686345781214, 'e': 0.09613897139003852}",20,14,9.860664968762759,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.08366424682775045, 'e': 0.09412227768121913}",20,15,10.84464340781956,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.08190104315129257, 'e': 0.09213867354520403}",20,10,-30.582782447155804,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
214,False,"{'a': 0.08016698146496763, 'e': 0.09018785414808847}",20,2,28.614232530406525,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.07846178787948661, 'e': 0.08826951136442232}",30,12,35.40947318758929,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.07678518575007129, 'e': 0.08638333396883009}",20,9,22.57873280509511,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.0751368958445317, 'e': 0.08452900782509806}",30,19,-3.0506080381438405,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
218,False,"{'a': 0.07351663650904007, 'e': 0.08270621607266998}",20,8,22.6317523151996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.07192412383155225, 'e': 0.08091463931049618}",25,15,17.829479176330462,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.07035907180283, 'e': 0.07915395577818367}",35,13,9.522657691560841,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
221,False,"{'a': 0.06882119247502046, 'e': 0.07742384153439792}",25,8,19.97269000938218,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.06731019611775135, 'e': 0.07572397063247018}",25,15,19.737716192197936,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.06582579137170376, 'e': 0.07405401529316664}",30,14,17.820958203531035,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.06436768539962606, 'e': 0.07241364607457923}",35,22,23.131306286931267,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.06293558403475584, 'e': 0.07080253203910022}",20,14,12.961328317456925,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.06152919192661883, 'e': 0.0692203409174461}",20,15,2.4313293300885093,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.060148212684176514, 'e': 0.06766673926969849}",20,7,-21.368835908470555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
228,False,"{'a': 0.05879234901629633, 'e': 0.06614139264333328}",25,0,20.381510526103305,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
229,False,"{'a': 0.057461302869521155, 'e': 0.06464396572821121}",20,13,16.147722467061758,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.05615477556311678, 'e': 0.06317412250850629}",25,16,-7.334597552503174,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.05487246792137881, 'e': 0.06173152641155107}",20,9,19.15568836458614,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.05361408040318239, 'e': 0.06031584045358011}",20,14,11.880306564841709,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.05237931322876076, 'e': 0.05892672738235577}",25,15,14.718250360667842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.05116786650370056, 'e': 0.05756384981666305}",20,12,2.9086114130092557,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.04997944034014439, 'e': 0.056226870382662365}",25,15,15.386235310023032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.04881373497519286, 'e': 0.054915451847091894}",20,9,9.14539117424276,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.047670450886500806, 'e': 0.05362925724731333}",20,16,7.591334191330587,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.046549288905064296, 'e': 0.05236795001819725}",30,9,12.432620027167928,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
239,False,"{'a': 0.04544995032519701, 'e': 0.05113119411584656}",20,11,14.950699725242728,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.044372137011696684, 'e': 0.04991865413815869}",30,18,23.82104635984483,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.043315551504204096, 'e': 0.048729995442229536}",30,21,16.58642002667616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.042279897118759104, 'e': 0.04756488425860392}",30,23,13.485652835220534,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.041264878046559934, 'e': 0.04642298780237985}",20,11,14.943132043844214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.04027019944993381, 'e': 0.04530397438117546}",25,13,20.763324400916826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.03929556755552873, 'e': 0.04420751349996975}",30,10,29.35339755620096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.038340689744737776, 'e': 0.043133275962829926}",30,16,13.481273274457964,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.03740527464136916, 'e': 0.04208093397154023}",25,8,5.1439344273313665,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
248,False,"{'a': 0.036489032196576704, 'e': 0.04105016122114871}",20,14,11.569751004825182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.035591673771066895, 'e': 0.04004063299245018}",20,11,16.594112109267478,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.034712912214600364, 'e': 0.039052026241425335}",20,2,22.34571653660516,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.03385246194280688, 'e': 0.03808401968565767}",25,9,27.5375549428915,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.0330100390113344, 'e': 0.03713629388775113}",30,11,25.745295534211888,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.03218536118735407, 'e': 0.03620853133577327}",30,15,13.086640973795259,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.03137814801844446, 'e': 0.03530041652074996}",20,10,20.201630992942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.030588120898879186, 'e': 0.034411636011239026}",20,14,10.749057045482816,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.02981500313334379, 'e': 0.033541878525011705}",25,19,13.102367035300448,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.029058519998108448, 'e': 0.03269083499787195}",25,16,18.337179079752392,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.028318398799684348, 'e': 0.031858198649644835}",25,19,12.055620341492235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.027594368930992604, 'e': 0.031043665047366623}",20,4,25.996638404423745,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.026886161925075567, 'e': 0.03024693216570996}",20,6,24.408785632044328,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.026193511506381283, 'e': 0.029467700444678894}",20,11,17.739596252591024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.025516153639652785, 'e': 0.028705672844609335}",20,11,17.506027365009714,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.02485382657645473, 'e': 0.027960554898511524}",20,9,-20.0712672440008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.02420627089937069, 'e': 0.02723205476179198}",30,12,32.619027474711366,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.023573229563905184, 'e': 0.026519883259393286}",25,20,9.33008933510707,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.022954447938125188, 'e': 0.02582375393039079}",20,11,18.143804938513814,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.02234967384007655, 'e': 0.025143383070086074}",20,14,11.94479342027188,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.021758657573011365, 'e': 0.02447848976963774}",20,13,15.837662303972907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.02118115195846287, 'e': 0.023828795953270688}",20,15,10.14203067265948,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.020616912367205056, 'e': 0.02319402641310565}",20,10,10.411626357232239,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.020065696748134524, 'e': 0.022573908841651304}",30,15,23.950400522359182,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.019527265655112695, 'e': 0.02196817386200175}",30,16,24.137412712343494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01900138227180678, 'e': 0.021376555055782592}",20,16,8.01783034221299,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.018487812434568325, 'e': 0.02079878898888933}",25,13,21.951217817339202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01798632465338846, 'e': 0.02023461523506198}",30,16,24.342488287393287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.017496690130969196, 'e': 0.019683776397340313}",20,9,-22.183331286913035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.01701868277995047, 'e': 0.019146018127444247}",30,23,15.61374533847859,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01655207923833269, 'e': 0.01862108914312425}",25,13,24.422110918511816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.016096658883134853, 'e': 0.018108741243526683}",20,13,12.1878100691878,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.015652203842328283, 'e': 0.017608729322619292}",30,20,19.062107901174986,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01521849900508626, 'e': 0.017120811380722016}",25,16,18.680007734453365,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.014795332030389782, 'e': 0.01664474853418848}",25,12,28.80822515167651,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.014382493354029762, 'e': 0.016180305023283457}",20,14,11.681769310451097,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01397977619404594, 'e': 0.01572724821830166}",20,2,25.432058523442407,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.013586976554642796, 'e': 0.015285348623973124}",25,15,15.943902692895394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.013203893228622574, 'e': 0.014854379882200374}",25,18,11.464520407047749,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.012830327798375578, 'e': 0.014434118773172506}",20,6,26.068864970987235,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.012466084635467624, 'e': 0.014024345214901058}",20,13,14.213107075258662,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.012110970898864475, 'e': 0.013624842261222516}",20,3,15.225353272424954,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.011764796531832867, 'e': 0.013235396098311957}",30,13,30.487821561572343,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.011427374257557526, 'e': 0.0128557960397522}",30,8,39.70706821725324,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.011098519573513332, 'e': 0.012485834520202483}",30,21,16.220261456254505,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.010778050744631553, 'e': 0.012125307087710483}",25,14,20.447506902022035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.010465788795298771, 'e': 0.011774012394711104}",25,12,23.41662503573562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.010161557500226813, 'e': 0.011431752187755152}",25,13,22.246499266015533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.009865183374231696, 'e': 0.011098331296010644}",20,6,28.05558723039702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.009576495660959224, 'e': 0.010773557618579115}",25,19,12.067267357698878,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.009295326320594533, 'e': 0.010457242110668837}",20,12,14.671835329716561,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.009021510016592465, 'e': 0.010149198768666512}",20,6,21.664218409656346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.008754884101465285, 'e': 0.009849244614148435}",25,16,19.724257446805833,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,5,18.81117204748275,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,4,31.283184431536597,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,18,19.82989864513415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,11,20.04134138256577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,22,15.04767612680147,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,10,24.9585263821757,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,1,37.82744784086479,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,16,27.716938499515997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,17,14.534216648876697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,21,26.44307845737742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
