trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'a': 0.18069521694690702, 'e': 0.20328211906527016}",30,3,3.6327643398623692,"{0: 24, 1: 2, 2: 0, 3: 1, 4: 0}",1
173,False,"{'a': 0.1775960745700929, 'e': 0.1997955838913543}",35,17,9.497909244399219,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.17453263211221998, 'e': 0.19634921112624726}",25,0,-44.140995672199786,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
175,False,"{'a': 0.17150488114158272, 'e': 0.19294299128428033}",30,16,25.674711912882383,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.16851280275838096, 'e': 0.18957690310317837}",30,13,-3.130674973753221,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
177,False,"{'a': 0.16555636778380567, 'e': 0.18625091375678118}",25,13,20.465420191656243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.1626355369509294, 'e': 0.18296497906979536}",30,16,25.89901824688784,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.15975026109725643, 'e': 0.17971904373441328}",30,3,41.56371503335703,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.15690048135878948, 'e': 0.17651304152863795}",25,7,26.35732673715729,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.15408612936547011, 'e': 0.17334689553615365}",30,16,23.96147338829041,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.15130712743785293, 'e': 0.1702205183675843}",25,16,20.79680619294762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.14856338878487407, 'e': 0.16713381238298308}",25,13,20.279774167147497,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.14585481770257713, 'e': 0.16408666991539902}",20,6,-18.34961994809364,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
185,False,"{'a': 0.14318130977366103, 'e': 0.16107897349536843}",25,8,-40.84286395471382,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
186,False,"{'a': 0.14054275206771627, 'e': 0.15811059607618058}",25,7,30.153844546552182,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.13793902334201788, 'e': 0.15518140125976992}",20,16,8.99212436277797,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.1353699942427458, 'e': 0.15229124352308882}",30,22,4.921711185626235,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.1328355275065048, 'e': 0.1494399684448177}",20,14,0.48709865094574,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.1303354781620191, 'e': 0.14662741293227127}",20,9,-34.42114791363988,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
191,False,"{'a': 0.1278696937318781, 'e': 0.14385340544836264}",30,13,20.14218919263996,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.12543801443421268, 'e': 0.14111776623848907}",20,8,22.43704667196767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.12304027338418341, 'e': 0.13842030755720613}",20,12,15.669799444933428,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.12067629679516442, 'e': 0.13576083389455978}",20,14,10.890898785139045,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.11834590417950938, 'e': 0.13313914220194786}",20,1,6.745314983991107,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
196,False,"{'a': 0.11604890854878805, 'e': 0.13055502211738637}",25,5,-21.291421739586802,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
197,False,"{'a': 0.11378511661338478, 'e': 0.1280082561900577}",20,0,26.838513365469545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.11155432898135262, 'e': 0.12549862010402152}",20,10,-27.678277982796093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.10935634035641932, 'e': 0.12302588290097156}",20,0,31.554111435743412,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.10719093973504419, 'e': 0.12058980720192455}",20,11,15.05582504717211,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.10505791060242738, 'e': 0.11819014942773064}",20,8,10.493104648871027,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.10295703112737563, 'e': 0.11582666001829743}",20,7,26.79959111567505,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.10088807435593175, 'e': 0.11349908365042306}",25,15,18.276386148938368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.09885080840367694, 'e': 0.1112071594541364}",35,14,-12.79133477157801,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
205,False,"{'a': 0.09684499664661865, 'e': 0.10895062122744582}",20,12,16.99802535893744,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.09487039791057894, 'e': 0.10672919764940116}",30,13,-3.590666315534859,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
207,False,"{'a': 0.09292676665900108, 'e': 0.10454261249137606}",20,9,18.558418192526066,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.09101385317909493, 'e': 0.10239058482648163}",30,15,28.401403645419656,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.08913140376624461, 'e': 0.10027282923702503}",25,14,20.430626809507906,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.08727916090660447, 'e': 0.09818905601992989}",20,8,20.34722878077625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.08545686345781214, 'e': 0.09613897139003852}",20,9,18.15690603310594,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.08366424682775045, 'e': 0.09412227768121913}",35,18,30.774659390433595,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.08190104315129257, 'e': 0.09213867354520403}",30,11,31.421379192599908,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.08016698146496763, 'e': 0.09018785414808847}",25,13,23.165233994401685,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.07846178787948661, 'e': 0.08826951136442232}",20,6,6.868532008079676,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.07678518575007129, 'e': 0.08638333396883009}",20,12,16.69088006509129,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.0751368958445317, 'e': 0.08452900782509806}",20,13,13.521096578010328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.07351663650904007, 'e': 0.08270621607266998}",20,0,32.16827225520899,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.07192412383155225, 'e': 0.08091463931049618}",25,10,26.86070085360773,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.07035907180283, 'e': 0.07915395577818367}",25,0,28.209250623048234,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
221,False,"{'a': 0.06882119247502046, 'e': 0.07742384153439792}",20,16,8.116297265193442,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.06731019611775135, 'e': 0.07572397063247018}",20,6,28.79670126065566,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.06582579137170376, 'e': 0.07405401529316664}",20,11,15.931420120594826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.06436768539962606, 'e': 0.07241364607457923}",35,21,15.834111859021691,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.06293558403475584, 'e': 0.07080253203910022}",25,9,27.230440288265182,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.06152919192661883, 'e': 0.0692203409174461}",20,4,29.01755197024666,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.060148212684176514, 'e': 0.06766673926969849}",25,10,23.234162331500126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.05879234901629633, 'e': 0.06614139264333328}",30,17,24.773848351700156,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.057461302869521155, 'e': 0.06464396572821121}",20,11,15.726594947314034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.05615477556311678, 'e': 0.06317412250850629}",25,10,11.409691542980951,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.05487246792137881, 'e': 0.06173152641155107}",25,0,-3.383822382709662,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
232,False,"{'a': 0.05361408040318239, 'e': 0.06031584045358011}",20,14,8.1901693059031,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.05237931322876076, 'e': 0.05892672738235577}",20,6,21.606839059642446,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.05116786650370056, 'e': 0.05756384981666305}",25,14,24.257443005914908,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.04997944034014439, 'e': 0.056226870382662365}",20,3,31.508780178413257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.04881373497519286, 'e': 0.054915451847091894}",25,13,18.270724381494635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.047670450886500806, 'e': 0.05362925724731333}",20,6,24.89692437867813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.046549288905064296, 'e': 0.05236795001819725}",30,20,19.099871586167744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.04544995032519701, 'e': 0.05113119411584656}",20,10,9.278139497837985,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.044372137011696684, 'e': 0.04991865413815869}",20,13,13.469818932913453,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.043315551504204096, 'e': 0.048729995442229536}",20,0,29.504967862559532,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.042279897118759104, 'e': 0.04756488425860392}",25,6,21.625987509281888,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.041264878046559934, 'e': 0.04642298780237985}",25,1,25.88709171366602,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.04027019944993381, 'e': 0.04530397438117546}",30,22,16.023264623020456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.03929556755552873, 'e': 0.04420751349996975}",20,10,19.08061441035469,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.038340689744737776, 'e': 0.043133275962829926}",30,9,32.44731049186915,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.03740527464136916, 'e': 0.04208093397154023}",35,19,32.66979011533049,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.036489032196576704, 'e': 0.04105016122114871}",35,11,45.0302316146023,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.035591673771066895, 'e': 0.04004063299245018}",20,12,16.02210696765148,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.034712912214600364, 'e': 0.039052026241425335}",25,13,20.47359294485677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.03385246194280688, 'e': 0.03808401968565767}",20,6,25.647096474011487,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.0330100390113344, 'e': 0.03713629388775113}",30,19,23.321795571457283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.03218536118735407, 'e': 0.03620853133577327}",35,23,21.040244451005563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.03137814801844446, 'e': 0.03530041652074996}",20,13,16.28855416620437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.030588120898879186, 'e': 0.034411636011239026}",30,17,26.050856192869297,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.02981500313334379, 'e': 0.033541878525011705}",20,3,32.67435430438164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.029058519998108448, 'e': 0.03269083499787195}",25,19,12.873229432295544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.028318398799684348, 'e': 0.031858198649644835}",30,8,21.35251366301448,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.027594368930992604, 'e': 0.031043665047366623}",20,6,27.401900036629005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.026886161925075567, 'e': 0.03024693216570996}",30,17,23.635535661975094,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.026193511506381283, 'e': 0.029467700444678894}",25,0,27.180291052428306,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
262,False,"{'a': 0.025516153639652785, 'e': 0.028705672844609335}",20,11,-12.524047310091268,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.02485382657645473, 'e': 0.027960554898511524}",25,16,20.43151288696985,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.02420627089937069, 'e': 0.02723205476179198}",25,3,38.890430046603065,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.023573229563905184, 'e': 0.026519883259393286}",20,8,17.212002316455166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.022954447938125188, 'e': 0.02582375393039079}",25,12,23.102501014626863,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.02234967384007655, 'e': 0.025143383070086074}",20,9,18.75661600404521,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.021758657573011365, 'e': 0.02447848976963774}",20,11,17.942135059287033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.02118115195846287, 'e': 0.023828795953270688}",25,4,36.348424765277635,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.020616912367205056, 'e': 0.02319402641310565}",25,11,8.454284150897777,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.020065696748134524, 'e': 0.022573908841651304}",20,14,13.712107512764822,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.019527265655112695, 'e': 0.02196817386200175}",20,0,-10.118472364378999,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
273,False,"{'a': 0.01900138227180678, 'e': 0.021376555055782592}",20,7,22.461394710736027,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.018487812434568325, 'e': 0.02079878898888933}",20,5,18.37960396070979,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.01798632465338846, 'e': 0.02023461523506198}",20,11,16.2293724847727,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.017496690130969196, 'e': 0.019683776397340313}",20,4,28.50372428808617,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01701868277995047, 'e': 0.019146018127444247}",30,5,40.091112815244465,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01655207923833269, 'e': 0.01862108914312425}",20,14,12.43435239769373,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.016096658883134853, 'e': 0.018108741243526683}",20,16,9.615482755763207,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.015652203842328283, 'e': 0.017608729322619292}",25,19,13.805501978283981,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01521849900508626, 'e': 0.017120811380722016}",20,2,32.183764136965834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.014795332030389782, 'e': 0.01664474853418848}",20,9,19.76796326988926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.014382493354029762, 'e': 0.016180305023283457}",30,18,24.88804977996378,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01397977619404594, 'e': 0.01572724821830166}",20,7,22.741657392630128,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.013586976554642796, 'e': 0.015285348623973124}",25,11,25.473236285831064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.013203893228622574, 'e': 0.014854379882200374}",30,4,46.25940280132208,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.012830327798375578, 'e': 0.014434118773172506}",20,9,7.805204720620778,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.012466084635467624, 'e': 0.014024345214901058}",25,15,14.594884171300261,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.012110970898864475, 'e': 0.013624842261222516}",20,10,-6.377862308120088,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
290,False,"{'a': 0.011764796531832867, 'e': 0.013235396098311957}",25,13,18.59509354867217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.011427374257557526, 'e': 0.0128557960397522}",20,8,18.985256109429738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.011098519573513332, 'e': 0.012485834520202483}",30,4,36.1820839020097,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.010778050744631553, 'e': 0.012125307087710483}",25,12,22.474052284979834,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.010465788795298771, 'e': 0.011774012394711104}",20,4,26.11899369771394,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.010161557500226813, 'e': 0.011431752187755152}",25,15,19.596772500583405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.009865183374231696, 'e': 0.011098331296010644}",20,9,19.07434579335572,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.009576495660959224, 'e': 0.010773557618579115}",25,0,21.665052007234348,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
298,False,"{'a': 0.009295326320594533, 'e': 0.010457242110668837}",20,12,12.599127788915196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.009021510016592465, 'e': 0.010149198768666512}",30,16,25.41637820550108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.008754884101465285, 'e': 0.009849244614148435}",20,0,31.757521062428918,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",25,14,21.07200394931175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,19,12.089955085729098,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,11,15.516125699048278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,11,27.879962683681022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,14,12.022339738733425,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,11,21.659015256240338,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,15,20.066915174141965,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,16,7.597760626860021,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,10,21.264159892081015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,6,25.6629295986793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
